Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,29.008982035928145,2.4258819,-11.710161065891826,-11.710161065891826,1.0
20000,1.4214015,28.892215568862277,-0.27854678,-11.543957668488087,-11.543957668488087,1.0
30000,1.4211128,28.689873417721518,-0.71311647,-11.276155329390093,-11.276155329390093,1.0
40000,1.4204794,29.02994011976048,-1.1370943,-11.112528063573935,-11.112528063573935,1.0
50000,1.4203265,27.79310344827586,-1.3377019,-11.312164179038058,-11.312164179038058,1.0
60000,1.4178966,26.893854748603353,-1.3494031,-10.54792721958281,-10.54792721958281,1.0
70000,1.4172851,26.802228412256266,-1.5394727,-10.224886152040781,-10.224886152040781,1.0
80000,1.416424,26.073170731707318,-1.8524257,-10.110624298842328,-10.110624298842328,1.0
90000,1.4160796,26.46301369863014,-1.9617455,-9.910885209467802,-9.910885209467802,1.0
100000,1.417119,25.138743455497384,-2.1601872,-9.402817686926985,-9.402817686926985,1.0
110000,1.4155103,24.578005115089514,-2.1824467,-8.701668440532746,-8.701668440532746,1.0
120000,1.4117569,23.77970297029703,-2.4018915,-8.384643241188675,-8.384643241188675,1.0
130000,1.4082953,23.935,-2.4956446,-8.325412753065175,-8.325412753065175,1.0
140000,1.4067852,22.35981308411215,-2.6736789,-7.670365648022796,-7.670365648022796,1.0
150000,1.4069802,21.799544419134396,-2.6771395,-7.357109631580322,-7.357109631580322,1.0
160000,1.4062992,22.73396674584323,-2.8659563,-7.532952127670576,-7.532952127670576,1.0
170000,1.4050065,21.19333333333333,-2.9426148,-6.989810776355573,-6.989810776355573,1.0
180000,1.4044417,21.172566371681416,-3.1061916,-6.686783330040821,-6.686783330040821,1.0
190000,1.4044808,21.14190687361419,-3.183871,-6.6417856810646345,-6.6417856810646345,1.0
